210;BOYACA;NO APLICA;SAN_EDUARDO;Maria Elisa Montanez Parra;0;NO APLICA;POLITICO
211;CALDAS;NO APLICA;MANZANARES;German Valencia Osorio;3;PREFERENTE;CANTANTE
212;ANTIOQUIA;NO APLICA;MEDELLIN;Julia Elvira Moreno Cordoba;2;PREFERENTE;POLITICO
213;ANTIOQUIA;NO APLICA;MEDELLIN;Robinson Adrian Sepulveda Zapata;5;PREFERENTE;CANTANTE
214;ANTIOQUIA;NO APLICA;APARTADO;Dimas Padilla Renteria;11;PREFERENTE;POLITICO
215;MAGDALENA;NO APLICA;CIENAGA;Mario Jenry Juvinao Diaz;5;PREFERENTE;POLITICO
216;MAGDALENA;NO APLICA;CIENAGA;Ibrahim Fernando Fernandez Valencia;8;PREFERENTE;POLITICO
217;META;NO APLICA;URIBE;Nestor Cardozo Perez;5;PREFERENTE;POLITICO
218;META;NO APLICA;SAN_MARTIN_DE_LOS_LLANOS;Yon Fredy Porras Carvajal;1;PREFERENTE;CANTANTE
219;SANTANDER;NO APLICA;FLORIDABLANCA;Salvador Molina Saavedra;1;PREFERENTE;POLITICO
220;CESAR;NO APLICA;NO APLICA;Jorge Antonio Barros Gnecco;51;PREFERENTE;ACTOR
221;ANTIOQUIA;NO APLICA;SAN_ROQUE;Johana Marcela Lopez;4;PREFERENTE;OTRO
222;SUCRE;NO APLICA;SAN_ONOFRE;Pedro Manuel Blanco Campo;4;PREFERENTE;POLITICO
223;VICHADA;NO APLICA;PUERTO_CARREnO;Marcos Perez Jimenez;0;NO APLICA;CANTANTE
224;META;NO APLICA;SAN_MARTIN_DE_LOS_LLANOS;Edgar Santos Enciso;2;PREFERENTE;ACTOR
225;PUTUMAYO;NO APLICA;SAN_MIGUEL_(LA_DORADA);Jose Ilario Gaitan Garcia;10;PREFERENTE;OTRO
226;SANTANDER;NO APLICA;CIMITARRA;Elizabeth Ortiz Mosquera;11;PREFERENTE;OTRO
227;ANTIOQUIA;NO APLICA;TARAZA;Maria Eugenia Mercado Naranjo;2;PREFERENTE;CANTANTE
228;NARInO;NO APLICA;POLICARPA;Claudia Ines Cabrera Tarazona;0;NO APLICA;OTRO
229;VALLE;NO APLICA;GUACARI;Jose Humberto Soto Soto;6;PREFERENTE;CANTANTE
230;CALDAS;NO APLICA;PALESTINA;Mauricio Jaramillo Martinez;0;NO APLICA;ACTOR
231;ANTIOQUIA;NO APLICA;VENECIA;Maria Alejandra Jimenez Ballesteros;7;PREFERENTE;OTRO
232;BOLIVAR;NO APLICA;SOPLAVIENTO;Parra Ospino Kelly Karolay;5;PREFERENTE;OTRO
233;TOLIMA;NO APLICA;VILLARRICA;Consuelo Guerrero Vallejo;1;PREFERENTE;CANTANTE
234;TOLIMA;NO APLICA;VILLARRICA;Yury Alexandra Cardenas Gonzalez;2;PREFERENTE;OTRO
235;CALDAS;NO APLICA;PALESTINA;Sandra Milena Ceballos Gomez;4;PREFERENTE;POLITICO
236;ARAUCA;NO APLICA;NO APLICA;Edinson Palomino Banguero;51;PREFERENTE;OTRO
237;ARAUCA;NO APLICA;NO APLICA;Walberto Berdugo Arellanos;56;PREFERENTE;OTRO
